product,barcode,order,product_quantity,total_price,average_sales_price,average_cost_price,margin
Britannia Milk Bikies 90G,8901063136434,46,60.0,59.4,0.99,0.5,29.4
Britnnia Bourbon original 97g,8901063136311,62,86.0,85.14,0.99,0.65,29.24
Parle-G 56.4G,p20,107,361.0,108.3,0.3,0.14310249307479223,56.64
Britannia Bourbon 800Gms,6291007905878,22,23.0,114.77,4.99,3.6217391304347823,31.47
Britannia Digestive S.F. 350Gm,6291007902198,25,33.0,131.67,3.99,2.4499999999999997,50.82
Parle Bake Smith 150G,723246141275,40,52.0,76.48,1.465,0.5000000000000001,50.48
Britannia Chocolate Cake 250G,6291007904345,46,47.0,187.53,3.99,2.6500000000000004,62.98
50-50 Sweet & Salty,8901063136700,78,108.49,107.41,0.99,0.4499953912803023,58.59
Parle Krack Jack 60G,8901719703058,106,175.0,120.75,0.69,0.39,52.5
Parle-G Biscuit 799G,723246222868,28,29.0,117.71,4.061428571428571,1.9641379310344826,60.75
Britania Goodday Cashw Fmly Pk 600g,8901063151475,43,48.0,287.52,5.99,4.59375,67.02
Karck Jack 264G,723246310336,99,105.0,208.95,1.99,1.0799999999999998,95.55
Britania Jim Jam Biscuits 100G,8901063242029,93,131.0,136.59,1.051290322580645,0.5881679389312978,59.54
Britannia Marie Gold 89 Gms,8901063151383,97,144.0,142.56,0.99,0.44999999999999996,77.76
Britania Goodday Bdm Pista 231g,8901063151376,75,75.0,224.25,2.99,1.8526666666666665,85.3
Britannia Marie Gold 250Gm,8901063136274,49,53.0,131.47,2.479795918367347,1.0,78.47
Britannia Marie Gold 150Gm,8901063136670,94,133.0,197.67,1.48468085106383,0.5999999999999999,117.87
Britannia Little Hearts 75 Gms,8901063136250,256,395.0,391.05,0.99,0.6,154.05
     Frozen Items / Frozen Vegatables & Fruits,,1338,2294.0,7838.28,3.420827338129496,2.101813426329555,3016.72
Deep Bhindi (Okra) Cut -340Gm,011433117562,1,1.0,2.99,2.99,1.9000000000000001,1.09
Amritsari Kulcha 340G,011433162999,2,2.0,7.98,3.99,2.45,3.08
Shana Sliced Coconut 454g,064579332207,5,5.0,14.95,2.99,2.0,4.95
Shana Saragawa(Drumsticks) 900,064579332290,8,8.0,47.92,5.99,3.99,16.0
Shana Okra Sliced Rings 300G,5030039005085,4,6.0,17.94,2.99,1.5600000000000003,8.58
shana turia,5030039005146,1,1.0,1.99,1.99,1.1600000000000001,0.83
SHANA RED ONIONS 300G,5030039006655,4,5.0,9.95,1.99,1.1599999999999997,4.15
Daily Delight Grated Coconut 454G,664648720043,34,46.0,229.54,4.99,3.25,80.04
Daily Delight Cut MAngo 400gm,664648720340,3,3.0,11.97,3.99,2.81,3.54
Daily Delight Arvi 400G,664648720371,1,1.0,2.99,2.99,1.8800000000000001,1.11
Daily Delight GooseBerry 400gm,664648729060,15,15.0,59.85,3.99,2.8,17.85
Daily delight Sambar Mix 400gm,664648729244,5,5.0,14.95,2.99,2.2399999999999998,3.75
Daily Delight Red Onion 400gm,664648729251,14,18.0,71.82,3.99,2.7999999999999994,21.42
Daily Delight Suran 454g,664648729268,12,25.0,99.75,3.99,2.3756,40.36
Laxmi Better Gourd 300G,723246260792,4,5.0,4.47,0.745,1.0,-0.53
Vadilal Green Peas 312Gm,8901777001660,30,34.0,101.66,2.99,1.68,44.54
Vadilal French Beans Fansi312G,8901777004661,2,2.0,4.98,2.49,1.6800000000000002,1.62
Vadilal Surti Papdi Lilva 11Oz,8901777005668,11,14.0,41.86,2.99,2.04,13.3
Vadilal Gobi 312G,8901777010662,2,4.0,9.96,2.49,1.4100000000000001,4.32
Vadilal Drumsticks- 11Oz/312Gm,8901777017661,6,24.0,71.76,2.99,1.6800000000000004,31.44
Vadilal Tindora 312Gm,8901777020661,6,9.0,26.91,2.99,1.6800000000000002,11.79
Vadilal Bhindi Cut,8901777024683,3,3.0,17.97,5.99,3.5,7.47
Vadilal Veg Suran 312Gm,8901777030660,4,6.0,17.94,2.99,1.6800000000000004,7.86
Vadilal Lila Chana 312Gm,8901777034668,5,6.0,17.94,2.99,1.7000000000000002,7.74
Vadilal Surti Papdi 11Oz,8901777038666,3,3.0,8.97,2.99,1.8900000000000003,3.3
Vadilal Mixed Vegetables 312G,8901777042663,14,16.0,47.84,2.99,1.6800000000000002,20.96
Vadilal Amla 312g,8901777049662,20,22.0,65.78,2.99,1.68,28.82
Vadilal Shredded Coconut 11 Oz,8901777050668,11,14.0,41.86,2.99,2.06,13.02
Vadilal Red Onions- 11Oz,8901777052662,1,1.0,2.99,2.99,1.8900000000000001,1.1
Vadilal Lotus Root 312 Gm,8901777069660,3,4.0,13.96,3.49,2.2600000000000002,4.92
Vadilal Coconut Slices- 11Oz,8901777071663,19,23.0,79.77,3.463684210526316,2.289565217391304,27.11
Vadilal Grated Coconut 312 Gm,8901777072660,13,19.0,56.81,2.99,2.06,17.67
Vadilal Amla Slices 312g,8901777077665,18,23.0,68.77,2.99,2.1,20.47
Vadilal Tender Jackfruit Cut 312g,8901777088661,2,2.0,5.98,2.99,1.8900000000000001,2.2
Vadilal Curry Leaves 100g,8901777101049,6,6.0,23.94,3.99,2.33,9.96
Vadilal Chikoo Slices 11Oz/312g,8901777217665,9,10.0,39.9,3.99,2.4,15.9
Vadilal Pomegranate 312 gm,8901777225660,7,12.0,59.88,4.99,3.6,16.68
V Mango Cut,8901777242667,14,16.0,55.84,3.49,2.33,18.56
Vadilal Beer Fruit 312G,8901777248669,4,6.0,35.94,5.99,3.84,12.9
Vadilal Methi Paratha 300G,8901777403099,1,1.0,2.99,2.99,1.9100000000000001,1.08
Vadilal Alphonsa Mango,8901777557143,2,2.0,15.98,7.99,5.36,5.26
Kitchen Xpress Surti Papdi 312g,8901874131369,1,1.0,2.99,2.99,1.4900000000000002,1.5
Okra Cut 11Oz,8906142012470,4,8.0,23.92,2.99,1.2000000000000002,14.32
Viswas Mix Sambar 400g,8908000275522,1,3.0,8.97,2.99,1.9900000000000002,3.0
Deep Red Baby Onion - 12 Oz,011433159944,4,4.0,7.16,1.79,1.5,1.16
VISWAS DRUMSTICK 400G,8908000275508,2,2.0,5.98,2.99,2.3200000000000003,1.34
Laxmi Bhind Cut 300G,723246260761,13,24.0,35.76,1.49,1.2,6.96
Vadilal Chauli 11Oz,8901777047668,4,5.0,12.45,2.49,1.4,5.45
Deep Frzn Methi - 12 Oz,011433117494,2,2.0,3.98,1.99,1.4,1.18
VL SABUDANA KHICHIDI 284G,8901777357088,3,3.0,11.97,3.99,2.66,3.99
Deep Mixed Vegetables 2Lb,011433131636,2,2.0,8.98,4.49,3.1000000000000005,2.78
Aman Frozen Chapatti Family,814801010560,4,4.0,23.96,5.99,4.45,6.16
Deeptindora Cut - 12 Oz,011433117388,1,1.0,2.99,2.99,1.3500000000000003,1.64
Deep Veg Jamun 340G,011433153164,1,1.0,3.99,3.99,2.25,1.74
Laxmi Fansi(French Beans)300G,723246289007,9,9.0,17.91,1.99,1.1,8.01
Shana Tuvar,5030039001148,3,4.0,7.96,1.99,0.0,7.96
Vadilal Arwi 312 Gm,8901777051665,5,6.0,14.94,2.49,1.41,6.48
Lx Toovar Lilva-310G,723246165301,10,10.0,24.9,2.49,1.3499999999999999,11.4
Bhaiyajis Green Mango Shredded 341g,704715343383,6,9.0,26.91,2.99,1.7999999999999998,10.71
DEEP METHI 283G,011433152075,3,4.0,11.96,2.99,2.1500000000000004,3.36
Vadilal Sambar Mix Vegetables 312g,8901777074664,15,18.0,53.82,2.99,1.705,23.13
Swetha Medhu Vada,8906142014740,1,1.0,7.99,7.99,5.2,2.79
V Bhindi Whole Baby Okra 908G,8901777025680,1,2.0,9.98,4.99,3.5,2.98
Kitchen Xpress Baby Bhindi 312g,8901874131666,3,6.0,17.94,2.99,1.4900000000000002,9.0
Deep Tuvar Lilva - 12 Oz,011433159883,4,6.0,17.94,2.99,1.9000000000000004,6.54
lx peas & carrots 300g,723246290614,25,31.0,61.69,1.99,1.0999999999999999,27.59
Kitchen Xpress Green Mango Cut 312g,8901874131208,10,12.0,35.88,2.99,1.4900000000000002,18.0
Vadilal Tuver Lilva 312Gm,8901777002667,8,9.0,26.91,2.99,1.8299999999999998,10.44
Laxmi Guar Beans Frozen 300gm,723246260846,16,24.0,64.76,2.6775,1.0000000000000002,40.76
KOZHIKODE SLICED COCO 454G,697333524589,4,4.0,15.96,3.99,2.7,5.16
Deep Coconut Strings 400G,011433164146,5,6.0,24.94,4.19,3.1,6.34
Kitchen Xpress Chikoo Slice 312g,8901874131062,23,29.0,86.71,2.99,1.9099999999999997,31.32
Deep Frozen Amla 12Oz,011433159869,7,9.0,17.91,1.99,1.2000000000000002,7.11
Telugu Ponnaganti 200G,8906142014542,12,14.0,55.86,3.99,2.05,27.16
Kitchen Xpress Kesar Mango Slices 312g,8901874131970,9,18.0,53.82,2.99,1.49,27.0
Kitchen Xpress Valor Lilva 312g,8901874131413,9,13.0,38.87,2.99,1.4699999999999998,19.76
Lx Surati Papdi Lilva 300G,723246260891,15,17.0,50.83,2.99,2.0999999999999996,15.13
Vadilal Methi- 11Oz,8901777032664,6,8.0,23.92,2.99,1.7000000000000002,10.32
Kitchen Xpress Tindora 908g,8901874131512,7,14.0,55.86,3.99,3.0,13.86
Lx Sambar Mix 400Gm,723246260082,14,16.0,95.84,5.99,4.5,23.84
Kitchen Xpress Amla Whole 312g,8901874131000,11,18.0,53.82,2.99,1.49,27.0
Deep Suran - 12 Oz,011433115407,6,10.0,24.9,2.49,1.4999999999999998,9.9
Deep Val Papadi -340 Gm,011433117364,7,16.0,31.84,1.99,1.3,11.04
Lxaxmi Methi Block 300Gm,723246260822,15,20.0,49.8,2.49,1.4099999999999997,21.6
Swetha Thati Munjalu,8906081386298,15,24.0,143.76,5.99,4.22,42.48
Deep Bhindi Cut,011433151481,6,9.0,44.91,4.99,2.7499999999999996,20.16
Bhaiya ji Green Mango Diced,704715343369,3,4.0,11.96,2.99,0.0,11.96
Deep Frozen Guvar-340G,011433117524,7,9.0,26.91,2.99,1.7000000000000002,11.61
Deep Diced Green Mango 340G,011433153157,10,13.0,38.87,2.99,1.8999999999999997,14.17
Telugu Chukka Kura,8906142014559,25,32.0,95.68,2.99,1.9600000000000002,32.96
Deep Coconut Slices,011433160674,9,9.0,26.91,2.99,1.7000000000000002,11.61
fresh Frozen Drumsticks 400g,664648729053,28,31.0,92.69,2.99,1.7999999999999998,36.89
laxmi mix veg 908g,723246289021,5,6.0,29.94,4.99,3.06,11.58
Sumeru Grated Coconut 450G,075627131130,46,52.0,145.08,2.79,1.8500000000000003,48.88
Kitchen Xpress Drumsticks 312g,8901874131154,6,9.0,26.91,2.99,1.49,13.5
Deep Sambhar Mix 340G,011433153171,7,12.0,35.88,2.99,1.3,20.28
Sumeru Grated Coconut Vp,075627146417,28,32.0,166.08,5.19,3.2500000000000004,62.08
VISWAS CUT MANGO 400G,8908000275898,14,21.0,83.79,3.99,2.4800000000000004,31.71
Kitchen Xpress Coconut Grated 312g,8901874131109,36,40.0,119.6,2.99,1.5899999999999999,56.0
Laxmi Tindora,723246260808,20,41.0,81.59,1.99,1.29,28.7
Laxmi Shredded Coconut 1.2Kg,723246268545,15,22.0,175.78,7.99,5.677272727272728,50.88
Laxmi Val Papdi,723246260815,23,38.0,94.62,2.49,1.3900000000000001,41.8
Laxmi Bhindi Cut 2Lb,723246287874,11,17.0,84.83,4.99,3.1299999999999994,31.62
Deep Amla Slices 10 Oz,011433152464,25,28.0,69.72,2.49,1.6999999999999997,22.12
Shana Chikoo 300g,064579332405,23,32.0,95.68,2.99,1.5000000000000002,47.68
Laxmi Val Lilva - 310Gm,723246165332,20,23.0,68.77,2.99,1.6999999999999997,29.67
Deep Fr Coconut Shredded-340Gm,011433159937,17,24.0,71.76,2.99,2.1,21.36
Laxmi Tindora 908 G,723246287928,9,12.0,59.88,4.99,3.1300000000000003,22.32
Deep Green Peas 2Lb,011433131650,11,12.0,59.88,4.99,3.0,23.88
Lx Green Peas 908G,723246165714,24,24.0,119.76,4.99,3.0108333333333337,47.5
Laxmi Green Peas 300G,723246165325,84,94.0,187.06,1.99,1.13,80.84
Telugu Chintha Chiguru,8906142012081,32,47.0,234.53,4.99,3.0,93.53
Deep Shredded Coconut,011433161664,11,12.0,83.88,6.99,3.9,37.08
Laxmi Shredded Coconut 400Gm,723246160085,102,152.0,454.48,2.99,1.9968421052631578,150.96
Laxmi Grated Coconut 400Gm,723246287737,72,102.0,304.98,2.99,1.9811764705882353,102.9
Kitchen Xpress Green Peas 312g,8901874131215,25,42.0,125.58,2.99,1.47,63.84
Grated Coconut,8908000275614,6,46.0,160.54,3.49,2.35,52.44
Kitchen Xpress Coconut Shredded 312g,8901874131987,30,41.0,122.59,2.99,1.47,62.32
Puja Coconut / Piece,pcoco,223,331.0,1320.69,3.99,2.4000000000000004,526.29
     produce,,763,1181.98,4337.49,3.969444746600742,1.9549653970456349,2026.76
INDIAN PLANTS,INP,6,14.99,82.96,12.32833333333333,14.999999999999998,-141.89
Real Lime Juice 15oz,14800582055,1,1.0,1.99,1.99,2.17,-0.18
REYNOLDS WRAP,010900000245,2,2.0,9.98,4.99,3.0,3.98
Salt Plain Great Value,078742352206,1,1.0,1.99,1.99,0.48,1.51
Neemwood Comd,198168456415,1,1.0,5.99,5.99,3.5,2.49
Plastic Broom,422,4,4.0,15.96,3.99,1.75,8.96
OLDSPICE SHAVING CREAM,4987176029966,1,1.0,3.99,3.99,2.0,1.99
MATCH BOX,600552099073,1,1.0,1.99,1.99,0.0,1.99
Swagat Rangoli Colours White,643864820126,2,2.0,3.98,1.99,1.2,1.58
LX AJWAIN SEEDS 200GM,723246176024,5,5.0,19.95,3.99,2.25,8.7
Reshma Mehandi Cone,856137007609,2,2.0,6.98,3.49,1.2000000000000002,4.58
Pitambari 200g,8901468110015,10,11.0,43.89,3.99,1.25,30.14
shingar thilakam,8904125707993,5,6.0,11.94,1.99,0.9999999999999999,5.94
Flore Broom,8906021183598,3,4.0,15.96,3.99,1.8000000000000003,8.76
CINNAMON ESSENTIAL OIL,8906103470486,1,1.0,3.49,3.49,2.25,1.24
Washing Brush,943460224,2,2.0,3.98,1.99,1.25,1.48
Spoon Pan,943460583,1,1.0,1.99,1.99,1.0,0.99
PLASTIC BUCKET PRINTED,943460792,1,1.0,9.99,9.99,6.0,3.99
Diya Plain Med,943460819,5,5.0,24.95,4.99,3.3,8.45
Diya Plain Big,943460820,15,17.0,118.83,6.99,3.3000000000000003,62.73
Mala -B Satin,943460856,1,6.0,35.94,5.99,5.5,2.94
tumbler plastic 750,943461022,6,8.0,15.92,1.99,0.0,15.92
Deep Carrom Coins 20pec,983461168,4,2.0,13.98,6.99,3.95,6.08
Sponge,sp,1,1.0,1.99,1.99,0.0,1.99
Aluminium Tray (Large),t1,1,2.0,5.98,2.99,1.2600000000000002,3.46
NIVIA HARD TENNIS BALLS,ten,2,5.0,19.95,3.99,0.75,16.2
Scotch Brite Scrub Sponge,638060279649,2,2.0,2.58,1.29,1.0,0.58
Supercleaner 4 Pk,943460790,3,3.0,8.97,2.99,2.0,2.97
SAMPAT DEEP-1,983461311,2,8.0,23.92,2.99,2.0,7.92
DRY COCONUT,51179291553,2,2.0,5.98,2.99,1.9900000000000002,2.0
cloth clips,943460208,2,2.0,5.98,2.99,1.8000000000000003,2.38
Dabur Vatika Egg Protein Mask,5022496002776,3,4.0,23.96,5.99,4.6000000000000005,5.56
YOUNG COCONUT WATER,11433160681,1,1.0,5.99,5.99,4.5,1.49
Palmo innova Shaving Brush,943460607,3,3.0,8.97,2.99,1.6066666666666667,4.15
Mala Moti -B,983461235,1,1.0,4.99,4.99,3.5,1.49
Comb Big,943461029,8,8.0,19.92,2.49,1.5000000000000002,7.92
MASALA SPICY KHAKHRA 200G,787421736663,2,2.0,3.98,1.99,0.0,3.98
Iodex 50 g,89003978,3,3.0,14.97,4.99,3.0,5.97
PATLA PLAIN 4,983461098,2,2.0,9.98,4.99,3.0,3.98
Hair Dye Brush,943460606,2,3.0,4.47,1.49,0.40999999999999986,3.24
Idly batter,idba,1,1.0,5.99,5.99,3.8000000000000003,2.19
Altaj Saffron 1gm,8436034362012,7,8.0,31.92,3.99,2.87,8.96
multi masher,8904311503163,2,2.0,13.98,6.99,4.5,4.98
Aloevera Gel,197644441884,3,3.0,20.97,6.99,3.9999999999999996,8.97
WHITE BALL,943460105,3,3.0,26.97,8.99,6.0,8.97
SHIVA LINGA WHITE,943460453,3,3.0,26.97,8.99,6.0,8.97
Dabur Rose Syrup-710ML,5022496192606,4,4.0,19.96,4.99,3.3000000000000003,6.76
Mala-A Satin,943460855,4,4.0,19.96,4.99,3.5,5.96
PLASTIC BUCKET PLAIN,943460791,2,2.0,19.98,9.99,5.5,8.98
MEENAKSHI,MEENA,3,3.0,10.97,3.656666666666667,1.5000000000000002,6.47
Aara Pani Puri 200Gm,850027824697,7,8.0,15.92,1.99,1.25,5.92
COLGATE SENSITIVE PASTE,8901314311832,5,5.0,24.95,4.99,3.25,8.7
COLGATE CHARCOAL,8901314711571,5,7.0,27.93,3.99,2.5,10.43
CURRY LEAF PLANT,clp,2,2.0,51.98,25.99,20.0,11.98
Moov Spray 50Gm,8901396389705,8,8.0,39.92,4.99,3.5,11.92
plastic broom,864951001888,10,10.0,39.9,3.99,2.0,19.9
lota no 2 ceramic,983461120,2,3.0,35.97,11.99,8.99,9.0
lion nannari sharbath 700ml,8906006722064,9,9.0,35.91,3.99,2.8999999999999995,9.81
Aluminium Tray (Medium),t2,4,11.0,20.49,1.815,0.44999999999999996,15.54
hair pin,983461269,14,15.0,42.85,2.918571428571429,1.0,27.85
Dabour Gulabi Rose Water 250Ml,8901207040801,24,26.0,90.74,3.49,1.9999999999999998,38.74
Colgate Tooth Pwd 100g,8901314013392,11,13.0,38.87,2.99,1.4999999999999998,19.37
best coconut,22652191257,29,45.0,179.55,3.99,2.8000000000000003,53.55
Pitambari Rooperi /50Ml,8901468117076,16,22.0,87.78,3.99,2.75,27.28
carrom toy big(MUltiple games,8906054461359,2,2.0,71.98,35.99,21.950000000000003,28.08
Pitambari 150G,8901468001610,19,25.0,87.25,3.49,2.0,37.25
Amul Butter Unsalted 500Gm,656846510526,25,34.0,271.66,7.99,5.750000000000001,76.16
AMUL CONDENSED MILK 400G,8901262120029,50,56.0,195.44,3.49,2.25,69.44
LION HONEY COMBO,8906006720329,33,46.0,226.54,4.899090909090909,3.1,83.94
lion Arabian Dates 250g,8906006722194,28,45.0,179.55,3.99,2.4000000000000004,71.55
WATER BOTTLE 1,196633926159,93,201.0,198.99,0.99,0.0,198.99
roasted peanuts,078264082414,84,92.0,275.08,2.99,1.6599999999999997,122.36
Rakhi,rak1,153,312.99,1271.37,4.282277272727272,1.249976037573085,880.14
     Cooking Essentials & Oils / Nuts & Dry Fruit,,1541,1970.0,12244.87,6.365372222222223,4.108121827411168,4151.87
Gazab Green Pistachio 100g,841970014020,16,16.0,48.0,3.0,4.99,-31.84
Deep Raw Peanuts 2Lbs,011433131582,2,5.0,19.95,3.99,2.3,8.45
Deep Whole Cashew 7oz,011433133074,23,24.0,142.76,5.946521739130435,4.0,46.76
Deep Green Pistachios 7oz,011433133456,4,4.0,27.96,6.99,5.4,6.36
Deep Black Raisin 14oz,011433136716,1,1.0,4.99,4.99,3.0,1.99
Deep Sliced Almonds 14oz,011433136853,4,4.0,27.96,6.99,5.0,7.96
Deep Blanched silvered almonds 14oz,011433136877,1,1.0,6.99,6.99,5.0,1.99
Deep Dry Appricot 14oz,011433136945,4,5.0,39.95,7.99,6.000000000000001,9.95
barakat ajwa date 1lb,188552000447,1,1.0,8.99,8.99,7.33,1.66
DRIED APRICOTS,643864919721,2,3.0,13.47,4.49,3.25,3.72
Swagat Walnuts 7Oz,729859908274,19,21.0,146.79,6.99,5.0,41.79
Swagat Jumbo Cashews 28oz,729859908311,4,2.0,37.98,18.99,12.499999999999998,12.98
Swagat Blanched peanuts 14oz,729859908441,6,9.0,31.41,3.49,0.0,31.41
Swagat Almonds 400g,729859908663,4,4.0,27.96,6.99,4.75,8.96
Black Raisen 200G,851734003526,1,1.0,2.99,2.99,1.5000000000000002,1.49
Gazab Slivered Almond 200G,864512123615,10,10.0,59.9,5.99,2.75,32.4
Gazab Dry Appricot 100G,864951002281,3,3.0,8.97,2.99,2.0,2.97
Ramdev Phool Makhana 7oz,8902188320074,48,50.0,377.5,7.573333333333333,5.061599999999999,124.42
Swagat Dry Coco Whole,643864924299,9,14.0,27.86,1.99,1.4000000000000001,8.26
Ajwa Dates 400g,723246287263,7,6.0,53.94,8.99,7.3999999999999995,9.54
Balaji Tutti Fruity Yellow500G,655295105086,2,2.0,9.98,4.99,3.3000000000000003,3.38
Deep Walnuts 7 Oz,011433135580,2,2.0,7.98,3.99,1.9500000000000002,4.08
Deep Cashew Piecs 14 Oz,011433133111,10,10.0,49.9,4.99,2.5,24.9
Black Raisen 400G,851734003525,1,1.0,4.99,4.99,2.5,2.49
Deep Pittesd Dates 680g,011433137027,28,27.0,107.73,3.99,2.7,34.83
Aara Peanuts 400G,851341006868,10,14.0,41.86,2.99,1.55,20.16
Gazab Sliced Almond 200G,841970019391,5,5.0,29.95,5.99,2.75,16.2
Fm Walnuts 200g,851734003635,2,2.0,11.98,5.99,2.5,6.98
Gazab Blanched Peanuts 400G,841970031270,8,12.0,29.88,2.49,1.5,11.88
Swagat Alu Bukhara Red 400G,643864831733,12,13.0,77.87,5.99,4.0,25.87
GAzab Slivered Almond 400g,841970013665,1,1.0,8.99,8.99,5.0,3.99
DEEP BLACK RAISINS 14 OZ,11433136716,1,2.0,9.98,4.99,2.5500000000000003,4.88
Whole Cashews 3 Lb,723246289212,5,5.0,104.95,20.99,16.0,24.95
SWAGAT GREEN RAISINS 200G,3363994192111,5,6.0,29.94,4.99,3.1,11.34
Gazab Black Raisins 200g,864951100918,12,14.0,32.06,2.29,1.6300000000000001,9.24
Gazab Tutty Fruity Mix (jar)4lb,841970028171,2,2.0,31.98,15.99,10.0,11.98
Swagat Blanched Peanuts,639063013599,6,8.0,23.92,2.99,2.0,7.92
Deep Cashews Whole 7 OZ,11433133074,3,3.0,14.97,4.99,2.6,7.17
Laxmi Almond 400G,723246265278,8,10.0,59.9,5.99,4.1,18.9
Meharban Peanuts 3Lb,723246289175,8,9.0,53.91,5.99,4.0,17.91
Deep Aloo Bukhara 7 Oz,011433137010,6,6.0,29.94,4.99,2.9000000000000004,12.54
Parle Monaco 65G,8901719102028,27,46.0,31.74,0.69,0.37999999999999995,14.26
Gazab Raw Peanuts 400G,841970018264,28,30.0,74.7,2.49,1.5,29.7
Gazab Green Pista 200g,841970013993,16,16.0,127.84,7.99,6.0,31.84
Gazab Cashew Whole 200G,864951100017,23,23.0,114.77,4.99,3.0,45.77
sun delight dry dates 14oz,714760840447,17,19.0,94.81,4.99,3.25,33.06
Swagat Anjeer 200G,643864917925,17,19.0,170.81,8.99,5.75,61.56
Nilons Tooty Fruity 500G,8901560080551,14,14.0,69.86,4.99,2.0,41.86
Deep Cashews Whole 14Oz,011433133081,19,19.0,151.81,7.99,4.0,75.81
BALAJI CASHEW PIECES 2LB,8904147425196,6,8.0,103.92,12.99,7.5,43.92
Deep Sunflower Seeds 7 Oz,011433137034,29,32.0,86.68,2.679655172413793,0.9000000000000001,57.88
Laxmi Cashew Pieces 3Lb,723246289229,9,12.0,203.88,16.99,12.25,56.88
Sliced Almonds,841970027327,11,11.0,65.89,5.99,2.75,35.64
Laxmi Whole Cashews 800G,723246170176,27,27.0,458.73,16.99,10.5,175.23
Deep Green Raisins 7oz,011433136983,39,38.0,151.62,3.99,2.5289473684210524,55.52
anjeer dry figs,643864917932,11,12.0,191.88,15.99,10.5,65.88
Gazab Cashew Whole 28 Oz,864951100710,19,19.0,284.81,14.99,9.5,104.31
Gazab Cashew Pieces 200G,864951100727,20,20.0,79.8,3.99,2.5,29.8
Meharban Khudri Dates 400G,723246291383,14,15.0,89.85,5.99,3.4999999999999996,37.35
Laxmi Golden Raisians 800G,723246265216,36,38.0,306.62,8.073333333333334,5.378947368421053,102.22
DEEP CASHEW SPLIT 7 OZ,011433134002,27,27.0,107.73,3.99,2.1500000000000004,49.68
Laxmi Peanuts - 400 Gms,723246170374,18,18.0,53.82,2.99,1.53,26.28
Laxmi Cashew Pcs 400G,723246170220,57,57.0,341.43,5.99,3.9456140350877194,116.53
Laxmi Almonds 800G,723246170022,9,11.0,120.89,10.99,7.2,41.69
Gazab Raw Peanuts 800Gms,816942536589,26,26.0,103.74,3.99,2.3999999999999995,41.34
Gazab Cashew Pieces 14 Oz,864951100734,14,14.0,111.86,7.99,4.25,52.36
Deep Golden Raisins 14 Oz,011433133449,36,36.0,179.64,4.99,2.7999999999999994,78.84
Gazab Cashew Whole 400G,864951100703,20,20.0,179.8,8.99,5.000000000000001,79.8
Laxmi Cashew Pieces (800G),723246282824,20,21.0,272.79,12.99,7.200000000000001,121.59
Deep Pumpkin Seeds 7 Oz,011433137003,43,47.0,171.53,3.641162790697674,1.7000000000000002,91.63
Laxmi Golden Raisins 400G,723246172224,34,34.0,169.66,4.99,3.052941176470588,65.86
Cashew Whole 400G,723246268163,49,49.0,440.51,8.99,4.8999999999999995,200.41
Laxmi Raw Peanut 3.5Lb,723246283500,136,142.0,992.58,6.99,5.6000000000000005,197.38
Meharban Pitted Dates 24Oz,723246283494,101,125.0,621.76,4.97029702970297,3.11128,232.85
Spicy Cashews,850020173396,127,133.0,1328.67,9.99,7.9,277.97
Laxmi Peanut Raw 800G,7232461703814,278,332.0,1324.68,3.99,2.798795180722892,395.48
Laxmi Jumbo Peanut 4Lb,723246285122,117,122.0,974.78,7.99,4.95,370.88
     Cooking Essentials & Oils / Oils,,1001,1136.0,11808.66,10.49229717411121,6.772605633802817,4114.98
Great Value Oil 1.42L,078742352961,9,9.0,53.91,5.99,3.9699999999999998,18.18
Black Seed Oil 300Ml,5022496004855,1,1.0,6.99,6.99,4.1,2.89
Vatika Black seed Hair oil 300ml,5022496004855,3,4.0,23.96,5.99,4.0,7.96
Laxmi Gingelly Oil 5 Lt,723246270074,6,7.0,244.93,34.99,26.0,62.93
Lx Mustard Oil 5L,723246288666,2,2.0,53.98,26.99,20.25,13.48
pure faith sesame oil 5L,789555424935,1,1.0,35.99,35.99,28.75,7.24
pure faith mustard oil 5l,789555424973,1,1.0,22.99,22.99,17.0,5.99
GAZAB WALNUT OIL 100ML,841970027198,1,1.0,6.99,6.99,5.0,1.99
Brio Extra Virgin 1Lt,853271008158,1,1.0,14.99,14.99,10.2,4.79
AVANI MUSTARD OIL 4L,853271008424,1,1.0,16.99,16.99,11.999999999999998,4.99
Avani Gingelly Oil 5L,853271008462,1,1.0,32.99,32.99,24.0,8.99
AVANI PEANUT OIL 4L,853271008479,4,4.0,95.96,23.99,15.999999999999998,31.96
PARACHUTE ORGANIC COCONUT OIL,856408005747,1,1.0,13.99,13.99,9.4,4.59
PARACHUTE ORGANIC COCONUT OIL,856408005754,1,1.0,18.99,18.99,13.499999999999998,5.49
Famous Sunflower Oil 5L,8682718201379,8,8.0,127.92,15.99,10.0,47.92
Parachute Hot Oil 190Ml,8901088047302,1,1.0,3.99,3.99,2.5,1.49
Parachute Aloe Vera,8901088080293,3,3.0,8.97,2.99,1.9000000000000004,3.27
PARACHUTE ARGAN 300ML,8901088168861,1,1.0,3.99,3.99,2.0,1.99
Dabur Mustard Oil 5Lt,8901207013461,1,1.0,28.99,28.99,19.75,9.24
K P L Shudhi Coconut Oil 2L,8906005451217,3,3.0,47.97,15.99,11.799999999999999,12.57
IDHAYAM COLD SESAME OIL 500GM,932767908810,2,2.0,11.98,5.99,3.75,4.48
